latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
-20.75751,-61.46669,306.4,0.4,0.44,2018-10-19,0456,N,VIIRS,n,1,271.8,0.7,0
-24.06836,-59.69946,297.5,0.52,0.5,2018-10-20,0438,N,VIIRS,n,1,275.4,0.8,0
-24.15405,-59.42171,300.5,0.5,0.49,2018-10-20,0438,N,VIIRS,n,1,275,1.1,0
-27.37435,-56.90167,337.5,0.44,0.46,2018-10-20,1704,N,VIIRS,n,1,294.5,3.9,0
-27.14478,-57.97736,341.8,0.51,0.49,2018-10-20,1704,N,VIIRS,n,1,297.4,4.6,0
-27.14139,-57.97881,340.2,0.51,0.49,2018-10-20,1704,N,VIIRS,n,1,296,7.5,0
-26.57525,-56.94224,328.8,0.44,0.46,2018-10-20,1704,N,VIIRS,n,1,297.7,2.9,0
-26.42795,-56.03046,330.8,0.39,0.44,2018-10-20,1704,N,VIIRS,n,1,295.1,3.1,0
-26.46373,-57.01462,331.5,0.44,0.46,2018-10-20,1705,N,VIIRS,n,1,297.4,3.8,0
-25.67155,-56.63451,331.2,0.41,0.45,2018-10-20,1705,N,VIIRS,n,1,297.8,4.8,0
-23.93887,-55.79611,331.8,0.53,0.42,2018-10-20,1705,N,VIIRS,n,1,299,3.1,0
-24.12802,-57.77403,331.7,0.46,0.47,2018-10-20,1705,N,VIIRS,n,1,289.4,3.1,0
-23.82344,-55.47413,344.3,0.51,0.41,2018-10-20,1705,N,VIIRS,n,1,300,7,0
-24.18168,-59.13184,340.3,0.56,0.51,2018-10-20,1705,N,VIIRS,n,1,289.5,9.5,0
-24.18285,-59.13403,348.5,0.55,0.51,2018-10-20,1705,N,VIIRS,n,1,290.9,11,0
-23.58308,-59.41235,352.5,0.57,0.52,2018-10-20,1705,N,VIIRS,n,1,295.1,9.2,0
-23.58036,-59.41348,335.6,0.57,0.52,2018-10-20,1705,N,VIIRS,n,1,293.8,5,0
-21.50427,-59.87258,342.4,0.57,0.52,2018-10-20,1706,N,VIIRS,n,1,286.1,11.3,0
-21.33002,-58.44173,346.9,0.47,0.47,2018-10-20,1706,N,VIIRS,n,1,286.9,8.1,0
-21.33052,-58.4463,345.2,0.47,0.47,2018-10-20,1706,N,VIIRS,n,1,287,8.5,0
-21.50204,-59.87515,342.2,0.57,0.52,2018-10-20,1706,N,VIIRS,n,1,285.8,13.1,0
-21.33159,-58.44491,345.4,0.46,0.47,2018-10-20,1706,N,VIIRS,n,1,287.1,9.4,0
-21.32665,-58.44091,328.8,0.46,0.47,2018-10-20,1706,N,VIIRS,n,1,283.4,2.9,0
-22.26444,-56.68822,310,0.36,0.57,2018-10-21,0418,N,VIIRS,n,1,288.1,1.1,0
-23.57898,-59.41782,304.8,0.5,0.65,2018-10-21,0419,N,VIIRS,n,1,286.4,1.1,0
-23.58014,-59.41291,309.4,0.5,0.65,2018-10-21,0419,N,VIIRS,n,1,286.9,1.1,0
-23.48422,-60.18711,300.5,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.4,1.8,0
-23.49046,-60.18897,323.8,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.8,1.8,0
-23.4967,-60.19083,304.2,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.6,1.4,0
-23.48549,-60.18756,307,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.8,2.5,0
-23.49173,-60.1894,321.6,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.8,2.5,0
-23.4931,-60.18392,302.2,0.55,0.68,2018-10-21,0419,N,VIIRS,n,1,286.5,2.1,0
-24.06936,-59.6946,321.6,0.5,0.66,2018-10-21,0419,N,VIIRS,n,1,286.4,2.2,0
-24.06814,-59.6996,307.8,0.5,0.66,2018-10-21,0419,N,VIIRS,n,1,286.5,2.2,0
-27.30367,-55.80986,330.1,0.37,0.58,2018-10-21,1645,N,VIIRS,n,1,296.6,3,0
-26.79374,-55.22522,334,0.34,0.56,2018-10-21,1645,N,VIIRS,n,1,297.9,2.7,0
-26.79808,-56.07187,335.4,0.38,0.59,2018-10-21,1645,N,VIIRS,n,1,294.8,2.6,0
-26.79863,-56.07198,335.6,0.38,0.59,2018-10-21,1645,N,VIIRS,n,1,294.8,2.7,0
-26.72523,-55.98499,330.5,0.37,0.58,2018-10-21,1645,N,VIIRS,n,1,295.6,1.8,0
-26.6764,-55.85354,333,0.37,0.58,2018-10-21,1645,N,VIIRS,n,1,294.9,3.5,0
-26.6748,-55.85595,344.5,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,296.5,3.5,0
-26.44513,-55.82401,332.1,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,296.6,2.1,0
-26.34649,-56.16078,329.5,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,295.2,1.7,0
-26.36542,-57.29317,331.6,0.44,0.63,2018-10-21,1646,N,VIIRS,n,1,293.5,4,0
-26.24511,-55.9474,331.6,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,296.7,2.3,0
-26.19776,-55.83841,349.9,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,296.8,4.1,0
-26.19114,-55.82415,367,0.36,0.57,2018-10-21,1646,N,VIIRS,h,1,295.4,11.2,0
-26.19208,-55.83538,331.2,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,287,6.1,0
-26.19239,-55.83916,340.9,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,292.8,4.1,0
-26.18273,-55.7883,339.4,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,296.3,2.2,0
-26.08252,-56.46933,355.9,0.39,0.6,2018-10-21,1646,N,VIIRS,n,1,296.9,5.6,0
-26.07851,-56.46938,367,0.39,0.6,2018-10-21,1646,N,VIIRS,h,1,297.1,7.3,0
-26.07885,-56.47351,330.5,0.39,0.6,2018-10-21,1646,N,VIIRS,n,1,295.3,7.3,0
-26.0073,-56.66893,333.5,0.4,0.6,2018-10-21,1646,N,VIIRS,n,1,296.4,3.3,0
-25.35746,-56.32091,331.2,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,292.5,3.6,0
-25.35819,-56.32334,333.6,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,292.1,4.6,0
-24.99914,-56.029,329,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,298.6,3.3,0
-24.97031,-56.32555,349.3,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,297.5,4.3,0
-24.88915,-56.40961,332.3,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,295.8,1.4,0
-24.73589,-55.98722,329.4,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,296.7,1.2,0
-24.70792,-56.62081,349.3,0.39,0.59,2018-10-21,1646,N,VIIRS,n,1,294.6,7.5,0
-24.41415,-55.40973,344.3,0.32,0.55,2018-10-21,1646,N,VIIRS,n,1,297.7,2.8,0
-24.3235,-55.15839,340.3,0.62,0.54,2018-10-21,1646,N,VIIRS,n,1,297.5,6.3,0
-24.36371,-55.95639,367,0.35,0.57,2018-10-21,1646,N,VIIRS,h,1,298.6,5.1,0
-24.36402,-55.95998,330.5,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,294.7,5.1,0
-24.3653,-55.95864,367,0.35,0.57,2018-10-21,1646,N,VIIRS,h,1,297.1,5.7,0
-24.36496,-55.95506,344.5,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,295.7,5.7,0
-24.29815,-55.30731,335.2,0.32,0.54,2018-10-21,1646,N,VIIRS,n,1,296.3,2.1,0
-24.29761,-55.51836,351.3,0.33,0.55,2018-10-21,1646,N,VIIRS,n,1,296.8,3,0
-24.27713,-55.63599,340.4,0.33,0.56,2018-10-21,1646,N,VIIRS,n,1,296.2,2,0
-24.27773,-56.32815,349.8,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,298.5,7.4,0
-24.27806,-56.3318,336.7,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,295.9,3.9,0
-24.2723,-56.32874,335.1,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,295.7,3.5,0
-24.24407,-56.07655,354.2,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,297.8,4.5,0
-24.15895,-56.1257,336.1,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,297.1,2.6,0
-24.1651,-56.37351,329.3,0.37,0.58,2018-10-21,1646,N,VIIRS,n,1,289.6,1.2,0
-24.10014,-56.01205,335.2,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,296.2,1.8,0
-24.1011,-56.02271,353.2,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,298.2,5.7,0
-24.09422,-56.00578,351.8,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,297.3,5.1,0
-24.09355,-56.56833,342.3,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,295,4,0
-24.06859,-56.05307,330.1,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,298.5,3.5,0
-24.07123,-56.13865,330.7,0.36,0.57,2018-10-21,1646,N,VIIRS,n,1,293.7,1.5,0
-24.09416,-56.56869,343.6,0.38,0.59,2018-10-21,1646,N,VIIRS,n,1,295,3.9,0
-23.93169,-56.00811,351.1,0.35,0.57,2018-10-21,1646,N,VIIRS,n,1,296.1,6.5,0
-24.17891,-59.13641,329.8,0.55,0.68,2018-10-21,1646,N,VIIRS,n,1,290.1,3.8,0
-24.17248,-59.13691,367,0.55,0.68,2018-10-21,1646,N,VIIRS,h,1,291,15,0
-23.7487,-56.55206,367,0.38,0.58,2018-10-21,1646,N,VIIRS,h,1,297.7,8.5,0
-23.63093,-55.78394,333.9,0.34,0.56,2018-10-21,1646,N,VIIRS,n,1,297.1,2.4,0
-23.60622,-55.69287,331.4,0.33,0.55,2018-10-21,1646,N,VIIRS,n,1,297.1,1.3,0
-23.61702,-55.96918,356.5,0.34,0.56,2018-10-21,1646,N,VIIRS,n,1,299.2,23.8,0
-23.61735,-55.97257,351.1,0.34,0.56,2018-10-21,1646,N,VIIRS,n,1,302.7,12.1,0
-23.61207,-55.9731,340,0.34,0.56,2018-10-21,1646,N,VIIRS,n,1,296.7,12.1,0
-23.40254,-56.83775,343.3,0.39,0.59,2018-10-21,1646,N,VIIRS,n,1,295.5,4.9,0
-23.40326,-56.8373,337.4,0.39,0.59,2018-10-21,1646,N,VIIRS,n,1,295,5.5,0
-23.30823,-56.40349,329.4,0.36,0.58,2018-10-21,1646,N,VIIRS,n,1,287.3,3.1,0
-20.55463,-58.21447,332,0.44,0.63,2018-10-21,1647,N,VIIRS,n,1,290.2,3.8,0
-20.55579,-58.21818,329.3,0.44,0.63,2018-10-21,1647,N,VIIRS,n,1,290.9,3,0
-27.45025,-57.13414,328.3,0.56,0.69,2018-10-21,1826,N,VIIRS,n,1,291.7,5.5,0
-25.45244,-56.57082,326.6,0.67,0.74,2018-10-21,1826,N,VIIRS,n,1,292,3.1,0
-24.17588,-59.13505,354.5,0.51,0.66,2018-10-21,1827,N,VIIRS,n,1,289.3,11.8,0
-24.17722,-59.13391,349.8,0.51,0.66,2018-10-21,1827,N,VIIRS,n,1,289.1,6,0
-24.17115,-59.13561,329.8,0.51,0.66,2018-10-21,1827,N,VIIRS,n,1,288.2,6,0
-23.24002,-59.87137,330.1,0.48,0.65,2018-10-21,1827,N,VIIRS,n,1,286.7,4.3,0
-23.23962,-59.87396,333.6,0.48,0.65,2018-10-21,1827,N,VIIRS,n,1,286.5,3.2,0
-22.32734,-55.93297,298.4,0.47,0.64,2018-10-22,0540,N,VIIRS,n,1,287.8,0.5,0
-22.33337,-55.93321,299.3,0.47,0.64,2018-10-22,0540,N,VIIRS,n,1,287.8,0.5,0
-23.3411,-61.00941,325,0.46,0.47,2018-10-22,0540,N,VIIRS,n,1,289.8,3,0
-23.34549,-61.01001,303.6,0.46,0.47,2018-10-22,0540,N,VIIRS,n,1,289.4,1,0
-23.57931,-59.41601,308.2,0.58,0.52,2018-10-22,0540,N,VIIRS,n,1,287,2.6,0
-23.58419,-59.41662,304.3,0.58,0.52,2018-10-22,0540,N,VIIRS,n,1,288,2.4,0
-23.5817,-59.41683,315.2,0.58,0.52,2018-10-22,0540,N,VIIRS,n,1,287.9,4,0
-26.70175,-55.86909,327.7,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,288.5,5.5,0
-26.7021,-55.8768,332.2,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,287.1,5.5,0
-26.70561,-55.87697,335.8,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,286.8,6.7,0
-26.66849,-55.84881,367,0.71,0.75,2018-10-22,1627,N,VIIRS,h,1,290.9,19.7,0
-26.66812,-55.84133,341.4,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,290.5,17.8,0
-26.54737,-54.84873,367,0.62,0.71,2018-10-22,1627,N,VIIRS,h,1,295.2,29.7,0
-26.54771,-54.85506,351,0.62,0.71,2018-10-22,1627,N,VIIRS,n,1,295.9,29.7,0
-26.55239,-54.84991,367,0.62,0.71,2018-10-22,1627,N,VIIRS,h,1,297.9,36.8,0
-26.55276,-54.85611,335.4,0.62,0.71,2018-10-22,1627,N,VIIRS,n,1,294.8,18.3,0
-26.54566,-54.85043,353,0.62,0.71,2018-10-22,1627,N,VIIRS,n,1,293.7,12.9,0
-26.54604,-54.8568,326.5,0.62,0.71,2018-10-22,1627,N,VIIRS,n,1,294.4,7.3,0
-26.37577,-55.82981,330.1,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,284.6,4.6,0
-26.37264,-55.83147,328.5,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,285.5,4.1,0
-26.26038,-55.54224,338.5,0.67,0.74,2018-10-22,1627,N,VIIRS,n,1,287.8,6.5,0
-25.77795,-55.30783,330.7,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,290.1,5.8,0
-25.77108,-55.30807,333.1,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,292.6,5.8,0
-25.77134,-55.30984,329.4,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,292.7,4.3,0
-24.42328,-56.2106,338.6,0.72,0.75,2018-10-22,1627,N,VIIRS,n,1,293,8.3,0
-24.32045,-55.53892,330.8,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,290.7,2.5,0
-24.15065,-56.05515,339.1,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,291.6,6.2,0
-24.15397,-56.11321,330.8,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,292,6.1,0
-24.13531,-56.03425,350.2,0.69,0.75,2018-10-22,1627,N,VIIRS,n,1,291.8,8.4,0
-24.15398,-56.05544,336.9,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,291.1,5.3,0
-24.1385,-56.03455,346.1,0.69,0.75,2018-10-22,1627,N,VIIRS,n,1,291.5,10.3,0
-24.09536,-56.02276,333.8,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,292.4,6,0
-24.06026,-56.02651,338.6,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,292.2,7.7,0
-24.05863,-56.1198,332.1,0.7,0.75,2018-10-22,1627,N,VIIRS,n,1,292.3,3.7,0
-24.06216,-56.02401,329.7,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,292.1,8.7,0
-24.07237,-56.18217,334,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,291.5,3.8,0
-23.9469,-55.86788,329.6,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,291.3,4.5,0
-23.94411,-55.93833,351.2,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,291.7,12.9,0
-23.95842,-56.18192,350.4,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,290.8,9.1,0
-23.94886,-55.86937,331.7,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,291.2,3.7,0
-23.9465,-55.93971,335,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,291.6,7,0
-23.9552,-56.18346,350.4,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,291.5,8.8,0
-23.84724,-56.28603,330.3,0.72,0.75,2018-10-22,1627,N,VIIRS,n,1,289.1,3.2,0
-23.83846,-56.25721,367,0.71,0.75,2018-10-22,1627,N,VIIRS,h,1,291,15.8,0
-23.83806,-56.25017,346.9,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,292.3,15.8,0
-23.84125,-56.25048,337.8,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,291.4,12.6,0
-23.84169,-56.25755,338,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,290.3,9.9,0
-23.84354,-56.2869,332.6,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,289.3,5.8,0
-23.83414,-56.25099,333,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,292.3,12.1,0
-23.83458,-56.25797,341.3,0.71,0.75,2018-10-22,1627,N,VIIRS,n,1,290.8,10.4,0
-23.75305,-56.08697,330.8,0.69,0.75,2018-10-22,1627,N,VIIRS,n,1,291.4,6.7,0
-23.746,-56.08728,332.6,0.69,0.75,2018-10-22,1627,N,VIIRS,n,1,291.6,6.7,0
-23.6993,-56.01271,333.8,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,291.3,8.7,0
-23.75617,-56.08838,336.3,0.69,0.75,2018-10-22,1627,N,VIIRS,n,1,291.4,5,0
-23.74864,-56.0814,341.5,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,292,13,0
-23.70193,-56.01384,341.6,0.69,0.74,2018-10-22,1627,N,VIIRS,n,1,292.3,5.1,0
-23.61143,-55.68509,336,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,292.3,5.4,0
-23.58312,-56.00367,330.3,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,293.5,5.6,0
-23.50935,-55.60916,337.6,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,292.1,5,0
-23.50937,-55.61126,336.8,0.65,0.73,2018-10-22,1627,N,VIIRS,n,1,292.5,4.1,0
-23.48578,-55.98406,332,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,291.8,5.3,0
-23.47878,-55.98445,354,0.68,0.74,2018-10-22,1627,N,VIIRS,n,1,292.6,10.1,0
-23.45906,-56.00547,367,0.68,0.74,2018-10-22,1627,N,VIIRS,h,1,292.7,19.3,0
-23.19196,-56.71372,341,0.75,0.77,2018-10-22,1628,N,VIIRS,n,1,291,16.5,0
-23.19245,-56.72187,341.4,0.75,0.77,2018-10-22,1628,N,VIIRS,n,1,290.5,10.9,0
-27.23972,-55.80529,367,0.36,0.57,2018-10-22,1807,N,VIIRS,h,1,298.5,11.7,0
-27.24056,-55.80894,340.4,0.36,0.57,2018-10-22,1807,N,VIIRS,n,1,297,6.7,0
-27.11838,-55.7056,336.4,0.37,0.58,2018-10-22,1807,N,VIIRS,n,1,295.3,2.7,0
-26.93983,-56.07204,337.4,0.35,0.57,2018-10-22,1807,N,VIIRS,n,1,295.5,3,0
-26.94065,-56.07556,351.2,0.35,0.57,2018-10-22,1807,N,VIIRS,n,1,296.3,3,0
-26.48483,-56.17861,336,0.36,0.57,2018-10-22,1807,N,VIIRS,n,1,273.5,3,0
-26.1959,-55.54588,367,0.39,0.6,2018-10-22,1807,N,VIIRS,h,1,293,18.3,0
-26.14419,-55.54859,345.5,0.39,0.6,2018-10-22,1807,N,VIIRS,n,1,288.9,3.8,0
-26.1491,-55.83769,333.1,0.38,0.59,2018-10-22,1807,N,VIIRS,n,1,283.4,2.6,0
-25.74466,-54.64079,331.4,0.45,0.63,2018-10-22,1807,N,VIIRS,n,1,293.9,4.3,0
-25.77046,-55.30367,335.5,0.42,0.61,2018-10-22,1807,N,VIIRS,n,1,279.9,5.5,0
-24.61916,-55.77392,341.4,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,291.2,6.3,0
-24.39494,-55.18162,341,0.45,0.63,2018-10-22,1808,N,VIIRS,n,1,294.3,5.2,0
-24.39643,-55.18089,330.7,0.45,0.63,2018-10-22,1808,N,VIIRS,n,1,293.8,3.8,0
-24.24521,-55.31333,351.3,0.45,0.63,2018-10-22,1808,N,VIIRS,n,1,294.5,6.3,0
-24.21688,-55.29742,331,0.45,0.63,2018-10-22,1808,N,VIIRS,n,1,293.4,4.6,0
-24.21801,-55.29656,345,0.45,0.63,2018-10-22,1808,N,VIIRS,n,1,294.3,5.8,0
-24.19685,-55.95998,339.2,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,294.8,3.6,0
-24.19868,-55.99339,333.9,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,293.1,2.3,0
-24.17109,-56.02669,350.4,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,291.6,9.7,0
-24.18969,-56.13162,335.2,0.4,0.6,2018-10-22,1808,N,VIIRS,n,1,294.7,3.7,0
-24.01493,-55.44168,344.6,0.44,0.63,2018-10-22,1808,N,VIIRS,n,1,295.6,4.3,0
-24.18612,-56.16642,350.9,0.4,0.6,2018-10-22,1808,N,VIIRS,n,1,295,7.1,0
-24.16844,-56.02988,367,0.41,0.6,2018-10-22,1808,N,VIIRS,h,1,292.1,10.4,0
-24.18812,-56.16853,341.9,0.4,0.6,2018-10-22,1808,N,VIIRS,n,1,294.7,6.5,0
-24.01605,-55.44323,340.4,0.44,0.63,2018-10-22,1808,N,VIIRS,n,1,294.8,5,0
-24.0704,-55.73063,330.3,0.43,0.62,2018-10-22,1808,N,VIIRS,n,1,295.3,2.2,0
-24.13788,-56.07617,367,0.4,0.6,2018-10-22,1808,N,VIIRS,h,1,293,10.8,0
-24.10923,-55.97688,332.6,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,292.6,2.6,0
-24.1415,-56.11761,347.5,0.4,0.6,2018-10-22,1808,N,VIIRS,n,1,292.5,3.5,0
-24.07684,-56.04087,367,0.41,0.6,2018-10-22,1808,N,VIIRS,h,1,295,8.9,0
-24.07369,-56.03845,342.6,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,293.5,9.4,0
-24.07463,-56.04259,347.4,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,294.5,10.4,0
-24.02525,-55.85061,331.2,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,293,3.1,0
-24.1962,-56.78962,340.8,0.37,0.58,2018-10-22,1808,N,VIIRS,n,1,286,6.5,0
-24.08888,-56.33768,331,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,289.2,3.9,0
-23.82891,-55.55042,333.8,0.44,0.62,2018-10-22,1808,N,VIIRS,n,1,294.5,4.7,0
-24.01444,-56.34105,335.6,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,294.1,5.1,0
-24.0375,-56.44077,331.2,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,292,3.6,0
-24.01525,-56.34148,337.9,0.39,0.6,2018-10-22,1808,N,VIIRS,n,1,294.1,3.3,0
-24.03765,-56.44146,336,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,291.4,2.8,0
-23.91412,-56.42622,350.3,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,292.1,5.6,0
-23.86197,-56.349,334.3,0.4,0.6,2018-10-22,1808,N,VIIRS,n,1,289.9,1.7,0
-23.71246,-55.80198,334,0.43,0.62,2018-10-22,1808,N,VIIRS,n,1,294.9,6.1,0
-23.761,-56.0111,355.2,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,293.2,6.7,0
-23.74597,-55.9975,367,0.42,0.61,2018-10-22,1808,N,VIIRS,h,1,294.6,10.6,0
-23.74497,-55.99321,340.3,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,292.8,10.6,0
-23.74892,-56.01018,342.3,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,293,2.7,0
-23.75929,-56.09248,337.9,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,293.4,3.1,0
-23.71912,-55.99327,330.2,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,292.5,2.9,0
-23.70523,-56.01057,338.3,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,292,3,0
-23.67691,-55.96476,335.3,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,294.3,3.8,0
-23.66113,-55.99973,346.6,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,292.4,6.4,0
-23.57057,-55.68763,348.6,0.44,0.62,2018-10-22,1808,N,VIIRS,n,1,296.3,3.4,0
-23.59659,-55.9785,367,0.42,0.61,2018-10-22,1808,N,VIIRS,h,1,293.6,12.1,0
-23.59571,-55.97998,367,0.42,0.61,2018-10-22,1808,N,VIIRS,h,1,294.1,11.5,0
-23.64566,-56.22616,331.4,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,291.9,2,0
-23.5855,-55.98747,330,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,293.2,2.2,0
-23.58926,-56.00397,330.7,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,296.9,3.7,0
-23.58368,-56.0056,335.4,0.42,0.61,2018-10-22,1808,N,VIIRS,n,1,294.5,5.6,0
-23.72151,-56.6908,348.2,0.38,0.59,2018-10-22,1808,N,VIIRS,n,1,298.4,3.8,0
-23.72236,-56.69461,333.8,0.38,0.59,2018-10-22,1808,N,VIIRS,n,1,295,3.8,0
-23.48906,-55.82952,330.4,0.43,0.62,2018-10-22,1808,N,VIIRS,n,1,295.4,2.1,0
-23.69264,-56.71431,339.5,0.38,0.59,2018-10-22,1808,N,VIIRS,n,1,296.6,3.5,0
-23.66903,-56.76052,333.8,0.38,0.58,2018-10-22,1808,N,VIIRS,n,1,294.6,1,0
-23.6679,-56.76155,330.8,0.38,0.58,2018-10-22,1808,N,VIIRS,n,1,294.1,1.6,0
-23.67978,-56.84077,367,0.37,0.58,2018-10-22,1808,N,VIIRS,h,1,296.4,16.3,0
-23.68059,-56.84443,353.1,0.37,0.58,2018-10-22,1808,N,VIIRS,n,1,295.3,11.9,0
-23.28367,-55.70022,332.4,0.44,0.63,2018-10-22,1808,N,VIIRS,n,1,296.4,1.6,0
-23.50567,-56.80113,350.9,0.38,0.59,2018-10-22,1808,N,VIIRS,n,1,296.4,8.7,0
-23.50653,-56.80495,351.5,0.38,0.59,2018-10-22,1808,N,VIIRS,n,1,295.5,6.1,0
-23.3794,-56.29703,338.4,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,297.8,3.3,0
-23.37651,-56.33556,343.6,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,294.8,3.8,0
-23.37322,-56.33678,344.2,0.41,0.6,2018-10-22,1808,N,VIIRS,n,1,295,5.1,0
-23.17537,-55.78242,344.1,0.44,0.62,2018-10-22,1808,N,VIIRS,n,1,296.4,5.6,0
-23.25368,-56.70026,330.5,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,296.3,2.9,0
-23.29548,-56.96051,338.1,0.37,0.58,2018-10-22,1808,N,VIIRS,n,1,292.4,2.4,0
-23.22825,-56.71482,350.7,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,297.1,5.3,0
-23.29414,-56.96192,337,0.37,0.58,2018-10-22,1808,N,VIIRS,n,1,291.4,2.1,0
-23.22855,-56.71559,350.7,0.39,0.59,2018-10-22,1808,N,VIIRS,n,1,297,4.9,0
-23.2499,-57.04243,367,0.37,0.58,2018-10-22,1808,N,VIIRS,h,1,294.5,7.4,0
-23.08521,-56.31038,333.2,0.41,0.61,2018-10-22,1808,N,VIIRS,n,1,295.5,2.7,0
-23.25071,-57.04607,334.3,0.37,0.58,2018-10-22,1808,N,VIIRS,n,1,292.7,7.4,0
